"","No","Nama Sekolah","NPSN","BP","Status","Last Sync","Jml Sync","PD","Rombel","Guru","Pegawai","R. Kelas","R. Lab","R. Perpus","sumber"
"581","4","SD NEGERI KETINTANG I-409","20533590","SD","Negeri","14 Mar 2022 09:21:50",15,649,23,28,7,20,3,2,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"582","5","SD NEGERI KETINTANG IV421","20533593","SD","Negeri","10 Mar 2022 14:32:09",38,109,6,7,5,6,1,1,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"583","6","SD NEGERI MENANGGAL 601","20533198","SD","Negeri","10 Mar 2022 10:07:43",29,531,17,25,5,14,2,1,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"584","7","SD NEGERI PERCOBAAN SURABAYA","20533400","SD","Negeri","09 Mar 2022 10:33:41",33,273,10,15,1,18,3,1,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"585","8","SDN KETINTANG II410","20533591","SD","Negeri","14 Mar 2022 13:25:24",60,118,6,12,3,7,1,1,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"586","9","SD AL HIKMAH GAYUNGAN","20531858","SD","Swasta","17 Mar 2022 12:49:49",12,1.128,36,75,8,37,3,1,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"587","10","SD ISLAM TERPADU GHILMANI SURABAYA","20532987","SD","Swasta","16 Mar 2022 10:34:47",15,627,24,43,5,25,1,2,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"588","11","SD LABORATORIUM UNESA","20533139","SD","Swasta","14 Mar 2022 13:35:02",12,330,15,29,6,18,4,2,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"589","12","SD NURUL HUDA SURABAYA","20533102","SD","Swasta","12 Mar 2022 08:36:34",25,98,6,9,2,5,0,1,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"590","13","SDS BAHRUL ULUM","20531953","SD","Swasta","17 Mar 2022 09:01:22",20,245,10,14,3,10,0,1,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"591","14","SDS KEMALA BHAYANGKARI 1","20533019","SD","Swasta","04 Mar 2022 10:53:24",9,115,6,9,6,9,2,1,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"592","Total","Total","Total","Total","Total","Total",341,5.192,193,315,70,215,22,17,"Data Sekolah Kec. Gayungan - Dapodikdasmen.html"
"593","1","SD N DUKUH KUPANG II","20532894","SD","Negeri","10 Mar 2022 10:53:01",16,384,12,13,6,12,2,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"594","2","SD N DUKUH KUPANG V534","20532897","SD","Negeri","15 Mar 2022 08:22:35",29,547,18,20,8,12,1,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"595","3","SD NEGERI DUKUH KUPANG I488","20532893","SD","Negeri","17 Mar 2022 08:25:23",5,169,6,8,5,6,1,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"596","4","SD NEGERI DUKUH KUPANG III490","20532895","SD","Negeri","14 Mar 2022 12:02:05",16,370,12,16,7,17,1,2,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"597","5","SD NEGERI DUKUH PAKIS I","20532927","SD","Negeri","15 Mar 2022 12:56:12",25,494,17,21,5,17,1,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"598","6","SD NEGERI GUNUNGSARI I - 484","20533479","SD","Negeri","15 Mar 2022 08:11:59",9,215,7,9,4,7,2,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"599","7","SD NEGERI GUNUNGSARI II 485","20533480","SD","Negeri","15 Mar 2022 08:56:24",14,97,6,9,4,6,0,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"600","8","SD NEGERI GUNUNGSARI III531","20533481","SD","Negeri","09 Mar 2022 13:57:54",8,241,9,12,4,14,2,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"601","9","SD NEGERI PRADAH KALIKENDAL III530","20533415","SD","Negeri","06 Mar 2022 15:24:55",21,71,6,8,4,6,1,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"602","10","SDN PRADAH KALIKENDAL 1","20533402","SD","Negeri","22 Feb 2022 10:17:57",5,314,12,13,4,13,4,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"603","11","SD ALFA OMEGA","20533112","SD","Swasta","17 Mar 2022 10:04:33",6,174,8,11,3,8,2,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"604","12","SD HANG TUAH 7","20533024","SD","Swasta","01 Mar 2022 09:45:45",13,212,10,11,6,10,2,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"605","13","SD KATOLIK INDRIYASANA VII","20533005","SD","Swasta","07 Oct 2021 11:54:49",0,0,0,9,2,6,2,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"606","14","SD KATOLIK KARITAS III","20533006","SD","Swasta","16 Mar 2022 13:52:44",8,268,11,14,6,14,2,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"607","15","SD KHADIJAH 2","20533124","SD","Swasta","24 Feb 2022 12:37:05",9,429,17,24,4,18,2,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"608","16","SD KRISTEN DHARMA MULYA","20531919","SD","Swasta","11 Mar 2022 13:12:01",3,173,6,11,2,6,3,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"609","17","SD KRISTEN GLORIA 2","20533115","SD","Swasta","16 Feb 2022 10:45:02",6,543,22,28,4,26,3,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"610","18","SD MARGIE","20533136","SD","Swasta","07 Feb 2022 10:08:48",2,106,6,8,1,12,3,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"611","19","SD MIMI","20533075","SD","Swasta","12 Mar 2022 10:54:04",7,63,6,10,1,12,3,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"612","20","SD YPKB IMANUEL","20532809","SD","Swasta","11 Mar 2022 18:40:40",21,51,6,9,2,6,1,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"613","21","SDI DARUT TAQWA","20531923","SD","Swasta","20 Feb 2022 02:11:18",2,315,14,20,5,17,3,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"614","22","SDS METTA","69725646","SD","Swasta","02 Mar 2022 08:30:34",5,163,9,8,1,10,2,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"615","23","SD GREAT CRYSTAL SCHOOL","20533039","SPK SD","Swasta","10 Mar 2022 22:59:01",10,72,6,7,1,6,3,1,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"616","Total","Total","Total","Total","Total","Total",240,5.471,226,299,89,261,46,24,"Data Sekolah Kec. Dukuh Pakis - Dapodikdasmen.html"
"617","1","SD NEGERI BULAK RUKEM I 258","20532905","SD","Negeri","10 Mar 2022 10:21:34",32,985,29,37,11,16,1,1,"Data Sekolah Kec. Bulak - Dapodikdasmen.html"
"618","2","SD NEGERI KEDUNG COWEK I-253","20533464","SD","Negeri","16 Mar 2022 07:57:13",23,707,24,29,9,24,1,1,"Data Sekolah Kec. Bulak - Dapodikdasmen.html"
"619","3","SD NEGERI KENJERAN 248","20539106","SD","Negeri","09 Mar 2022 10:24:28",7,190,6,7,6,6,1,1,"Data Sekolah Kec. Bulak - Dapodikdasmen.html"
"620","4","SD NEGERI KOMPLEK KENJERAN II 506","20533534","SD","Negeri","10 Mar 2022 10:26:22",9,358,11,14,5,11,1,1,"Data Sekolah Kec. Bulak - Dapodikdasmen.html"
"621","5","SD NEGERI SUKOLILO 250","20539121","SD","Negeri","10 Mar 2022 13:21:07",15,194,6,6,6,7,1,1,"Data Sekolah Kec. Bulak - Dapodikdasmen.html"
"622","6","SD AL MUTTAQIEN","20531933","SD","Swasta","22 Feb 2022 21:32:59",14,486,19,25,9,19,4,1,"Data Sekolah Kec. Bulak - Dapodikdasmen.html"
"623","7","SD ANGKASA","20531942","SD","Swasta","02 Mar 2022 15:35:29",8,327,12,16,4,7,2,1,"Data Sekolah Kec. Bulak - Dapodikdasmen.html"
"624","8","SD BENTENG SAMUDRA","20531945","SD","Swasta","12 Mar 2022 10:21:42",7,227,8,11,2,9,1,1,"Data Sekolah Kec. Bulak - Dapodikdasmen.html"
"625","9","SD HANG TUAH 6 SURABAYA","20533023","SD","Swasta","08 Mar 2022 11:46:28",44,269,12,17,4,11,1,1,"Data Sekolah Kec. Bulak - Dapodikdasmen.html"
"626","10","SD ISLAM AL FURQON","20531861","SD","Swasta","21 Jan 2022 07:29:48",3,100,6,8,1,8,2,1,"Data Sekolah Kec. Bulak - Dapodikdasmen.html"
"627","11","SD MUHAMMADIYAH 9","20533083","SD","Swasta","18 Mar 2022 10:46:01",8,268,11,9,4,11,1,1,"Data Sekolah Kec. Bulak - Dapodikdasmen.html"
"628","12","SD TRI GUNA BHAKTI","20532869","SD","Swasta","24 Jan 2022 14:18:21",5,173,6,8,4,5,0,1,"Data Sekolah Kec. Bulak - Dapodikdasmen.html"
"629","Total","Total","Total","Total","Total","Total",175,4.284,150,187,65,134,16,12,"Data Sekolah Kec. Bulak - Dapodikdasmen.html"
"630","1","SD NEGERI ALUN-ALUN CONTONG I-87","20532831","SD","Negeri","12 Mar 2022 05:19:17",9,330,12,14,6,12,3,2,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"631","2","SD NEGERI BUBUTAN II-70 SURABAYA","20532956","SD","Negeri","15 Mar 2022 14:45:04",11,314,12,14,4,12,1,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"632","3","SD NEGERI BUBUTAN III71","20532957","SD","Negeri","10 Mar 2022 20:32:06",13,360,12,16,5,8,2,3,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"633","4","SD NEGERI BUBUTAN IV72","20532958","SD","Negeri","08 Mar 2022 14:25:23",16,748,24,26,13,27,5,2,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"634","5","SD NEGERI BUBUTAN VIII","20532931","SD","Negeri","14 Mar 2022 12:07:54",17,137,6,9,4,5,0,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"635","6","SD NEGERI GUNDIH I-81","20533488","SD","Negeri","11 Mar 2022 10:13:02",12,614,18,24,7,18,3,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"636","7","SD NEGERI JEPARA I90","20533516","SD","Negeri","16 Mar 2022 13:06:09",38,816,24,28,9,25,1,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"637","8","SD NEGERI TEMBOK DUKUH","20532286","SD","Negeri","16 Mar 2022 08:44:14",31,689,22,27,6,14,1,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"638","9","SD NEGERI TEMBOK DUKUH III85 SURABAYA","20532288","SD","Negeri","17 Mar 2022 09:58:20",38,406,12,13,4,12,1,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"639","10","SD NEGERI TEMBOK DUKUH IV86","20532289","SD","Negeri","14 Mar 2022 09:33:13",11,406,13,16,6,13,3,2,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"640","11","SD DUMAS","20531915","SD","Swasta","17 Mar 2022 04:36:32",10,121,6,8,1,3,0,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"641","12","SD HALIMAH","20539156","SD","Swasta","05 Mar 2022 13:32:08",12,77,6,7,2,6,1,0,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"642","13","SD K ABDULLAH UBAID I","20539170","SD","Swasta","10 Mar 2022 11:20:53",54,184,6,8,2,6,3,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"643","14","SD KATOLIK STELLA MARIS","20539089","SD","Swasta","01 Mar 2022 11:35:46",11,299,12,15,8,12,2,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"644","15","SD KH RIDWAN ABDULLAH","20532847","SD","Swasta","24 Feb 2022 01:29:51",13,117,6,8,1,6,2,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"645","16","SD KH THOHIR BAKRI","20532867","SD","Swasta","26 Feb 2022 06:52:53",16,268,12,16,3,12,1,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"646","17","SD KRISTEN ALETHEIA","20533107","SD","Swasta","16 Mar 2022 10:58:14",6,179,9,12,5,12,3,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"647","18","SD KRISTEN PIRNGADI SURABAYA","20539086","SD","Swasta","11 Mar 2022 09:46:23",12,51,6,10,1,8,2,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"648","19","SD MARGORUKUN","20533137","SD","Swasta","10 Mar 2022 20:38:44",20,65,6,8,1,6,0,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"649","20","SD MUHAMMADIYAH 12","20539184","SD","Swasta","16 Mar 2022 09:05:36",9,442,19,19,6,19,2,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"650","21","SD MUHAMMADIYAH 20","20533072","SD","Swasta","18 Mar 2022 09:55:30",6,397,17,23,2,18,2,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"651","22","SD NURUL HIDAYAH I","20533100","SD","Swasta","15 Mar 2022 10:48:21",11,136,6,8,2,6,0,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"652","23","SD PANCASILA 45","20533088","SD","Swasta","11 Mar 2022 10:05:10",16,130,6,10,3,3,1,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"653","24","SD ROUDLOTUL ULUM","20532848","SD","Swasta","12 Mar 2022 09:18:50",12,529,16,13,1,16,1,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"654","25","SD RW X DEMAK JAYA","20532849","SD","Swasta","20 Jan 2022 10:35:57",9,57,6,9,1,6,0,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"655","26","SD USWATUN HASANAH","20541300","SD","Swasta","28 Jan 2022 14:14:43",15,68,6,9,2,6,1,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"656","27","SD.K . ABDULLAH UBAID III","20539172","SD","Swasta","13 Mar 2022 20:06:12",19,165,8,10,3,6,2,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"657","28","SDK ABDULLAH UBAID II","20539171","SD","Swasta","09 Feb 2022 12:10:06",13,190,6,6,2,6,4,1,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"658","Total","Total","Total","Total","Total","Total",460,8.295,314,386,110,303,47,32,"Data Sekolah Kec. Bubutan - Dapodikdasmen.html"
"659","1","SD NEGERI KANDANGAN I","20533441","SD","Negeri","05 Mar 2022 12:14:57",7,615,18,28,7,18,1,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"660","2","SD NEGERI KANDANGAN II620","20533442","SD","Negeri","15 Mar 2022 09:08:05",33,423,13,16,5,10,3,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"661","3","SD NEGERI KANDANGAN III621","20541287","SD","Negeri","10 Mar 2022 08:06:38",14,600,18,23,6,16,2,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"662","4","SD NEGERI KLAKAHREJO I578","20539108","SD","Negeri","16 Mar 2022 09:57:28",25,636,21,26,10,21,1,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"663","5","SD NEGERI ROMOKALISARI 132 SURABAYA","20533409","SD","Negeri","10 Mar 2022 08:31:23",11,169,6,9,4,6,1,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"664","6","SD NEGERI SEMEMI I122","20533259","SD","Negeri","11 Mar 2022 07:37:47",14,1.079,32,41,9,27,2,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"665","7","SD NEGERI SEMEMI II","69906070","SD","Negeri","15 Mar 2022 10:39:13",43,490,14,17,6,15,2,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"666","8","SDN ROMOKALISARI II","69987983","SD","Negeri","02 Mar 2022 23:41:56",13,61,3,2,2,3,1,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"667","9","SD ISLAM AL MUAWANAH","69912800","SD","Swasta","31 Jan 2022 08:17:39",6,86,6,9,4,6,0,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"668","10","SD MUJAHIDIN 2","20557429","SD","Swasta","07 Mar 2022 13:02:47",15,336,12,19,4,12,1,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"669","11","SD MURSYIDAH","20533096","SD","Swasta","17 Mar 2022 19:38:10",26,254,8,11,2,12,1,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"670","12","SD NURUL IMAN","20533095","SD","Swasta","09 Mar 2022 09:07:32",7,245,11,15,3,8,1,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"671","13","SD RADEN FATAH","20532863","SD","Swasta","21 Feb 2022 09:46:36",7,380,13,16,3,9,1,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"672","14","SD UNGGULAN AL MULTAZAM","70002859","SD","Swasta","13 Dec 2021 18:55:21",0,0,0,4,0,2,0,1,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"673","Total","Total","Total","Total","Total","Total",221,5.374,175,236,65,165,17,14,"Data Sekolah Kec. Benowo - Dapodikdasmen.html"
"674","1","SD NEGERI ASEMROWO","20532932","SD","Negeri","11 Mar 2022 14:50:08",10,596,18,20,9,10,2,1,"Data Sekolah Kec. Asemrowo - Dapodikdasmen.html"
"675","2","SD NEGERI ASEMROWO II 63","20532944","SD","Negeri","15 Mar 2022 18:38:56",14,353,12,13,3,0,0,0,"Data Sekolah Kec. Asemrowo - Dapodikdasmen.html"
"676","3","SD NEGERI GREGES 129","20533494","SD","Negeri","13 Mar 2022 00:07:53",21,163,6,7,5,13,2,1,"Data Sekolah Kec. Asemrowo - Dapodikdasmen.html"
"677","4","SD HANURA BINA PUTRA","20533027","SD","Swasta","26 Feb 2022 09:33:44",18,94,6,8,2,6,0,1,"Data Sekolah Kec. Asemrowo - Dapodikdasmen.html"
"678","5","SD HIDAYATUR ROHMAN","20541280","SD","Swasta","19 Feb 2022 11:43:58",17,315,8,11,1,8,1,1,"Data Sekolah Kec. Asemrowo - Dapodikdasmen.html"
"679","6","SD KH. MAS ALWI","20533122","SD","Swasta","08 Mar 2022 10:06:36",6,311,7,9,1,6,2,1,"Data Sekolah Kec. Asemrowo - Dapodikdasmen.html"
"680","7","SDTANWIR","20532884","SD","Swasta","24 Feb 2022 08:51:57",10,98,6,5,2,6,0,1,"Data Sekolah Kec. Asemrowo - Dapodikdasmen.html"
"681","Total","Total","Total","Total","Total","Total",96,1.93,63,73,23,49,7,6,"Data Sekolah Kec. Asemrowo - Dapodikdasmen.html"
