"","No","Nama Sekolah","NPSN","BP","Status","Last Sync","Jml Sync","PD","Rombel","Guru","Pegawai","R. Kelas","R. Lab","R. Perpus","sumber"
"145","43","PAUD NURUNNISA","69916880","KB","Swasta","17 Nov 2021 15:05:33",0,0,0,3,1,3,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"146","44","PAUD RAUDATUL ILMI TENJO","69957141","KB","Swasta","26 Sep 2021 05:44:25",0,0,0,1,1,4,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"147","45","PAUD ROUDLOTUSHOLIHAT","69957159","KB","Swasta","18 Mar 2022 13:23:50",23,26,2,5,0,1,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"148","46","PAUD TIARA","69916878","KB","Swasta","04 Mar 2022 04:35:43",8,28,1,1,1,1,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"149","47","PAUD TUNAS HARAPAN","69869664","KB","Swasta","09 Feb 2022 13:12:39",2,45,2,3,0,1,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"150","48","PAUD INSAN KREASI","69870139","SPS","Swasta","18 Jan 2022 15:30:34",2,44,2,3,1,3,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"151","49","SD N BABAKAN 02","20200496","SD","Negeri","17 Mar 2022 10:47:03",24,407,13,12,1,11,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"152","50","SD N BOJONG 04","20230429","SD","Negeri","07 Feb 2022 16:35:35",6,323,10,10,2,10,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"153","51","SD N CILAKU 01","20201109","SD","Negeri","12 Mar 2022 08:12:14",27,163,7,7,2,7,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"154","52","SD N TAPOS 03","20200923","SD","Negeri","17 Mar 2022 10:48:22",13,160,7,10,1,10,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"155","53","SD N TAPOS 04","20200925","SD","Negeri","04 Mar 2022 21:46:38",12,385,13,13,4,12,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"156","54","SD N TENJO 01","20200954","SD","Negeri","14 Mar 2022 10:08:41",12,229,8,10,1,9,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"157","55","SD N TENJO 02","20200944","SD","Negeri","14 Mar 2022 15:46:15",11,375,12,15,2,12,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"158","56","SD N TENJO 03","20200943","SD","Negeri","17 Mar 2022 08:50:22",24,332,9,10,2,7,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"159","57","SD NEGERI BABAKAN 04","20230415","SD","Negeri","16 Mar 2022 18:56:53",16,252,6,6,2,7,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"160","58","SD NEGERI BATOK 02","20201315","SD","Negeri","14 Mar 2022 13:59:07",27,254,8,9,2,8,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"161","59","SD NEGERI BATOK 03","20201305","SD","Negeri","14 Mar 2022 09:37:59",22,247,6,9,1,6,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"162","60","SD NEGERI BATOK 04","20201306","SD","Negeri","02 Mar 2022 10:44:25",7,116,6,7,2,6,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"163","61","SD NEGERI BOJONG 01","20201457","SD","Negeri","07 Mar 2022 09:10:38",9,156,6,7,1,6,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"164","62","SD NEGERI BOJONG 02","20201458","SD","Negeri","18 Feb 2022 09:08:49",14,228,7,8,2,10,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"165","63","SD NEGERI BOJONG 03","20230427","SD","Negeri","16 Feb 2022 19:03:28",19,315,11,12,3,11,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"166","64","SD NEGERI CILAKU 02","20201120","SD","Negeri","27 Jan 2022 15:42:05",4,162,6,7,2,6,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"167","65","SD NEGERI CILAKU 03","20201121","SD","Negeri","08 Mar 2022 17:39:06",10,190,6,5,2,6,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"168","66","SD NEGERI CILAKU 04","20201122","SD","Negeri","18 Mar 2022 09:40:50",14,127,6,8,1,6,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"169","67","SD NEGERI CILAKU 05","20201102","SD","Negeri","18 Mar 2022 10:38:06",11,239,7,7,2,6,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"170","68","SD NEGERI CILAKU 06","20201101","SD","Negeri","17 Mar 2022 06:42:46",62,144,6,6,3,6,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"171","69","SD NEGERI CIOMAS 01","20201790","SD","Negeri","27 Feb 2022 21:42:36",5,171,6,8,0,6,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"172","70","SD NEGERI CIOMAS 02","20201791","SD","Negeri","07 Mar 2022 09:43:49",11,213,9,6,1,6,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"173","71","SD NEGERI CIOMAS 03","20230481","SD","Negeri","08 Mar 2022 21:03:29",12,186,8,9,1,6,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"174","72","SD NEGERI CIOMAS 04","20201753","SD","Negeri","24 Feb 2022 10:35:28",11,122,6,5,0,6,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"175","73","SD NEGERI SINGABRAJA 01","20200303","SD","Negeri","18 Mar 2022 15:32:27",75,249,7,10,2,10,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"176","74","SD NEGERI SINGABRAJA 02","20200304","SD","Negeri","18 Mar 2022 15:33:53",31,274,8,11,1,10,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"177","75","SD NEGERI TAPOS 01","20230592","SD","Negeri","07 Mar 2022 09:01:17",19,249,10,10,1,10,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"178","76","SD NEGERI TAPOS 02","20200921","SD","Negeri","18 Mar 2022 09:52:03",13,183,7,10,1,8,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"179","77","SD NEGERI TEGALPONDOH","20200949","SD","Negeri","17 Mar 2022 14:35:12",18,123,6,6,2,6,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"180","78","SD NEGERI TENJO 04","20200942","SD","Negeri","01 Feb 2022 12:32:12",3,189,6,7,1,6,1,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"181","79","SD NEGERI TENJO 05","20200932","SD","Negeri","16 Mar 2022 21:12:16",11,137,6,6,1,6,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"182","80","SDN BABAKAN 01","20230413","SD","Negeri","08 Feb 2022 23:46:56",11,323,8,9,1,12,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"183","81","SDN BABAKAN 03","20230414","SD","Negeri","24 Feb 2022 16:00:43",10,130,6,5,2,7,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"184","82","SDN BATOK 01","20201316","SD","Negeri","06 Feb 2022 13:01:37",5,275,7,8,2,6,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"185","83","SDI TUNAS HARAPAN ISLAMI","69857704","SD","Swasta","11 Feb 2022 15:05:49",6,246,6,8,1,6,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"186","84","SDS MIFTAHUL HASANAH","69880137","SD","Swasta","03 Feb 2022 11:56:02",4,211,6,4,1,6,1,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"187","85","SMP NEGERI 1 TENJO","20200662","SMP","Negeri","17 Mar 2022 14:38:03",33,1.036,30,34,12,30,3,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"188","86","SMP NEGERI 2 TENJO","20200648","SMP","Negeri","01 Mar 2022 10:17:58",14,461,16,27,6,19,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"189","87","SMP NEGERI 3 TENJO","20268211","SMP","Negeri","18 Mar 2022 21:30:39",15,194,6,16,7,6,1,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"190","88","SMP NEGERI SATU ATAP 01 TENJO","20257240","SMP","Negeri","12 Mar 2022 05:08:08",10,127,5,6,2,3,1,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"191","89","SMP AL FARISI TAPOS","69964086","SMP","Swasta","01 Mar 2022 13:01:31",7,183,7,8,1,6,1,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"192","90","SMP BANI HARUN","20230950","SMP","Swasta","27 Feb 2022 13:52:54",8,110,4,7,1,6,1,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"193","91","SMP IT BABUSSALAM","69909213","SMP","Swasta","08 Feb 2022 09:48:18",5,56,3,4,1,3,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"194","92","SMP PGRI 02 TENJO","20231128","SMP","Swasta","01 Mar 2022 10:27:31",10,483,16,20,3,18,2,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"195","93","SMP TUNAS HARAPAN ISLAMI","10648866","SMP","Swasta","11 Feb 2022 15:22:18",8,174,5,6,2,6,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"196","94","SMPS ISLAM AL-MUSTHOFA","20253397","SMP","Swasta","10 Mar 2022 11:55:54",29,200,7,7,4,6,1,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"197","95","SMPS MODEL ISLAMI","20253550","SMP","Swasta","06 Mar 2022 09:07:24",9,259,8,3,1,9,1,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"198","96","SMPS PGRI 01 TENJO","20200698","SMP","Swasta","-",0,0,0,0,0,7,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"199","97","SMAN 1 TENJO","20231338","SMA","Negeri","17 Mar 2022 14:34:27",37,696,21,29,9,16,4,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"200","98","SMA ISLAM DAARUL ARHAM","20231290","SMA","Swasta","09 Mar 2022 10:31:52",6,120,4,7,2,4,1,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"201","99","SMAS AL MUSTHOPA","20231272","SMA","Swasta","10 Mar 2022 11:23:14",7,105,3,4,2,5,0,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"202","100","SMAS HIDAYATUL IKHWAN","20200689","SMA","Swasta","28 Feb 2022 13:36:50",9,314,11,12,2,11,1,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"203","101","SMK BINA NUSANTARA","70002373","SMK","Swasta","17 Jan 2022 12:32:52",3,387,11,8,1,11,1,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"204","102","SMKS ACASIA FORNIS","69757150","SMK","Swasta","08 Feb 2022 10:39:26",5,127,3,4,0,3,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"205","103","SMKS AVICENA","20231381","SMK","Swasta","18 Feb 2022 09:43:36",6,741,23,26,3,13,1,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"206","104","SMKS KENCANA","69734364","SMK","Swasta","08 Mar 2022 09:10:59",11,359,11,1,1,17,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"207","105","SMKS MODIS","69757149","SMK","Swasta","25 Jan 2022 11:48:52",6,322,8,7,1,8,1,1,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"208","106","PKBM SATU BENIH","P9997904","PKBM","Swasta","-",0,0,0,7,9,0,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"209","107","PKBM Tunas Harapan","P2960764","PKBM","Swasta","03 Feb 2022 10:44:41",4,260,2,0,0,1,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"210","108","PKBM Waluya Sari","P2960763","PKBM","Swasta","16 Mar 2022 11:30:54",8,115,2,1,1,3,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"211","109","PKBM YPI BANI HARUN","P9997636","PKBM","Swasta","03 Mar 2022 21:47:44",5,70,0,3,2,2,0,0,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"212","Total","Total","Total","Total","Total","Total",1.019,16.266,562,669,167,610,22,43,"Data Peserta Didik Kec. Tenjo - Dapodikdasmen.html"
"213","1","TK PGRI AL-MUNAWAROH","69914969","TK","Swasta","05 Mar 2022 13:26:57",7,53,5,7,2,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"214","2","BUNGA SAKURA","69869114","KB","Swasta","04 Feb 2022 06:03:06",3,62,3,3,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"215","3","KB AL BASHORIYYAH","69869121","KB","Swasta","27 Feb 2022 07:14:11",4,30,2,2,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"216","4","KB AL FURQON","69984053","KB","Swasta","04 Feb 2022 19:36:36",1,17,2,3,1,4,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"217","5","KB AL HUSNA","69972599","KB","Swasta","05 Feb 2022 11:18:24",3,43,2,3,1,1,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"218","6","KB AL MUBAROK","69869129","KB","Swasta","26 Feb 2022 09:22:56",8,28,2,2,2,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"219","7","KB AL-FATAH","70009911","KB","Swasta","14 Mar 2022 21:31:11",5,17,2,4,1,4,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"220","8","KB AL-HAFIJH","69869119","KB","Swasta","16 Mar 2022 19:40:11",5,74,3,2,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"221","9","KB AL-HIKMAH SUKARASA","69869130","KB","Swasta","18 Mar 2022 12:50:44",4,30,2,3,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"222","10","KB ANGGUR","69869115","KB","Swasta","04 Feb 2022 05:36:28",2,40,2,3,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"223","11","KB KUNCUP HARAPAN","69869131","KB","Swasta","26 Sep 2021 16:58:31",0,0,0,3,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"224","12","KB MEKARSARI","69869127","KB","Swasta","01 Mar 2022 20:47:54",4,40,2,4,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"225","13","KB NURMALA","69869122","KB","Swasta","25 Feb 2022 11:37:36",2,24,2,2,2,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"226","14","KB NURUL HUDA","69869132","KB","Swasta","01 Mar 2022 13:16:48",14,52,4,4,0,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"227","15","KB NURUL IMAN","70009913","KB","Swasta","04 Feb 2022 20:44:08",2,40,3,2,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"228","16","KB SETYA BUMI NUSANTARA","69869117","KB","Swasta","14 Mar 2022 22:24:18",7,81,3,4,2,3,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"229","17","KB TUNAS BANGSA","69869125","KB","Swasta","04 Mar 2022 23:15:03",4,32,2,2,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"230","18","KOBER AN NUR","69869116","KB","Swasta","29 Jan 2022 11:29:43",2,39,2,2,1,1,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"231","19","KOBER BANANA","69869113","KB","Swasta","06 Feb 2022 18:14:54",1,41,4,3,1,4,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"232","20","KOBER MANDIRI KID`S","69869120","KB","Swasta","-",0,0,0,0,0,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"233","21","KOBER NURUL IMAN","69869133","KB","Swasta","22 Jan 2022 14:30:05",2,49,2,4,0,1,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"234","22","KOBER TUNAS MEKAR","69869126","KB","Swasta","31 Jan 2022 21:49:11",5,37,2,4,2,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"235","23","PAUD AL - KHILPAH","69924415","KB","Swasta","01 Mar 2022 19:58:01",9,47,3,1,0,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"236","24","PAUD AL HIDAYAH","69948401","KB","Swasta","14 Mar 2022 08:06:34",8,34,3,1,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"237","25","PAUD AL-FAHMI","69948551","KB","Swasta","07 Feb 2022 06:20:58",4,43,4,3,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"238","26","PAUD ARROYAN","69924412","KB","Swasta","02 Mar 2022 09:10:03",8,46,3,3,1,3,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"239","27","PAUD ASSHOPY","69948406","KB","Swasta","28 Feb 2022 19:37:32",3,38,2,2,0,1,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"240","28","PAUD AZZAHRA","69954771","KB","Swasta","14 Mar 2022 22:10:07",5,25,2,1,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"241","29","PAUD DURIAN","69948409","KB","Swasta","25 Feb 2022 01:15:29",3,36,2,3,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"242","30","PAUD TUNAS SINAR MANDIRI","69954773","KB","Swasta","15 Mar 2022 08:44:45",6,21,2,2,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"243","31","POS PAUD BUNGA TANJUNG","69869123","KB","Swasta","17 Mar 2022 15:51:43",7,69,2,5,1,6,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"244","32","KB ALBANAT SUKARASA","69869954","SPS","Swasta","10 Feb 2022 15:41:12",2,29,3,4,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"245","33","PAUD KENANGA","69869947","SPS","Swasta","03 Feb 2022 15:20:23",4,43,3,2,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"246","34","POS PAUD DELIMA 1","69869952","SPS","Swasta","19 Feb 2022 07:12:58",2,28,2,4,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"247","35","SPS ANGGREK","69869945","SPS","Swasta","04 Mar 2022 09:06:43",3,79,5,5,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"248","36","SPS DAHLIA","69869948","SPS","Swasta","20 Jan 2022 12:01:51",2,46,2,1,2,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"249","37","SPS PAUD CEMPAKA","69869949","SPS","Swasta","09 Mar 2022 17:53:39",4,56,3,3,2,4,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"250","38","SPS PAUD MELATI","69869950","SPS","Swasta","29 Jan 2022 22:06:33",3,36,2,2,2,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"251","39","SPS PAUD MELON","69869946","SPS","Swasta","28 Feb 2022 15:02:47",2,44,4,5,1,2,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"252","40","SD N ANTAJAYA 01","20201375","SD","Negeri","11 Mar 2022 14:48:48",16,208,6,6,1,6,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"253","41","SD N ANTAJAYA 02","20201376","SD","Negeri","15 Mar 2022 09:11:05",5,224,7,7,1,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"254","42","SD N GIRIJAYA","20201853","SD","Negeri","17 Feb 2022 21:36:52",5,104,6,7,1,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"255","43","SD N GIRIPADANG","20201854","SD","Negeri","04 Mar 2022 15:19:28",3,104,6,5,2,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"256","44","SD N NYENGCLE","20200486","SD","Negeri","16 Mar 2022 20:49:24",6,332,11,8,3,9,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"257","45","SD N RAWASADANG","20230571","SD","Negeri","08 Mar 2022 07:08:25",6,184,6,5,2,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"258","46","SD N SAMPORA","20200285","SD","Negeri","12 Mar 2022 18:52:53",16,256,6,7,1,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"259","47","SD N SELAWANGI 05","20200276","SD","Negeri","18 Mar 2022 16:46:59",17,207,6,6,2,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"260","48","SD N SINARKARAMAT","20200306","SD","Negeri","12 Mar 2022 06:59:23",8,275,8,8,1,8,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"261","49","SD N SIRNARASA 01","20200241","SD","Negeri","28 Feb 2022 02:35:12",3,141,6,7,2,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"262","50","SD N SUKARASA 01","20200834","SD","Negeri","05 Mar 2022 20:51:30",12,143,6,6,3,6,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"263","51","SD N SUKARASA 02","20200835","SD","Negeri","14 Feb 2022 12:06:19",5,138,6,6,1,6,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"264","52","SD N TAPOS","20200905","SD","Negeri","18 Feb 2022 09:22:19",5,305,11,12,1,11,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"265","53","SD NEGERI BUNDERJAYA","20201470","SD","Negeri","18 Mar 2022 08:00:32",23,86,6,7,1,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"266","54","SD NEGERI CIBEUREUM","20201059","SD","Negeri","28 Jan 2022 12:53:53",4,128,6,7,2,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"267","55","SD NEGERI CIBUNGUR","20200997","SD","Negeri","10 Mar 2022 12:13:25",13,186,7,8,2,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"268","56","SD NEGERI MEKARSARI","20200322","SD","Negeri","13 Mar 2022 21:38:30",11,186,6,5,1,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"269","57","SD NEGERI MULYASARI","20230553","SD","Negeri","18 Mar 2022 10:21:14",8,114,6,7,1,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"270","58","SD NEGERI NEGLASARI","20200500","SD","Negeri","15 Feb 2022 09:38:45",9,166,6,6,1,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"271","59","SD NEGERI TANJUNGRASA","20200780","SD","Negeri","24 Feb 2022 20:38:26",7,99,6,6,2,5,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"272","60","SD NEGERI TANJUNGSARI 01","20200782","SD","Negeri","14 Mar 2022 12:09:07",6,161,6,7,0,7,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"273","61","SD NEGERI TANJUNGSARI 02","20200778","SD","Negeri","31 Jan 2022 13:04:45",4,202,6,6,3,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"274","62","SDN GOBANG","20201856","SD","Negeri","17 Mar 2022 11:07:39",27,145,6,7,1,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"275","63","SDN SIRNARASA 02","20200242","SD","Negeri","02 Mar 2022 12:11:33",4,140,6,5,2,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"276","64","SDN TANJUNGSARI 03","20200850","SD","Negeri","10 Mar 2022 11:32:37",16,342,11,11,3,9,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"277","65","SDN WANGUN","20200853","SD","Negeri","18 Mar 2022 07:20:00",31,140,6,6,2,6,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"278","66","SMP N 1 TANJUNGSARI","20200661","SMP","Negeri","17 Mar 2022 13:34:44",42,570,19,24,7,23,2,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"279","67","SMPN 2 TANJUNGSARI","20268232","SMP","Negeri","16 Mar 2022 19:36:39",15,199,6,13,3,6,1,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"280","68","SMP ARROYAN","20275748","SMP","Swasta","10 Mar 2022 08:17:06",16,150,6,8,1,6,2,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"281","69","SMP ISLAM AN - NAJAH","20253246","SMP","Swasta","28 Feb 2022 11:35:28",7,72,3,5,1,3,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"282","70","SMP ISLAM TERPADU ASSAIDIYYAH","20270790","SMP","Swasta","19 Feb 2022 10:23:15",15,153,6,7,1,6,1,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"283","71","SMP PGRI TANJUNGSARI","20200697","SMP","Swasta","15 Feb 2022 10:01:34",7,217,7,4,5,10,1,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"284","72","SMP PLUS TUNAS SINAR MANDIRI","20267929","SMP","Swasta","18 Mar 2022 21:39:11",12,186,6,8,1,6,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"285","73","SMP S AL RUSTALA","20230943","SMP","Swasta","17 Mar 2022 08:12:19",19,274,8,12,2,9,1,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"286","74","SMP SUKARASA","20252458","SMP","Swasta","26 Jan 2022 12:53:13",4,194,6,6,2,7,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"287","75","SMP TAHFIDZ AL-AZKA SYUHADA","69987057","SMP","Swasta","13 Mar 2022 19:03:01",6,83,3,5,2,3,0,1,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
"288","76","SMPIT INSAN MULIA CITA MADANI","70012157","SMP","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Tanjung Sari - Dapodikdasmen.html"
